timestamp,dx,dy,D,speed,radius,clicks,correct
1619606061719689000,3,-3,-0.0700525,4.24264,0.133,10,5
1619606061726463000,3,-2,-0.072969,3.60555,0.133,10,5
1619606061735856000,3,-2,-0.0767194,3.60555,0.133,10,5
1619606061742870000,3,-1,-0.0790097,3.16228,0.133,10,5
1619606061751321000,2,-1,-0.0812964,2.23607,0.133,10,5
1619606061758685000,1,-1,-0.0827575,1.41421,0.133,10,5
1619606061765767000,1,-1,-0.0835792,1.41421,0.133,10,5
1619606061774075000,1,-1,-0.0842179,1.41421,0.133,10,5
1619606061806177000,0,0,-0.085042,0,0.133,10,5
1619606061942399000,0,0,1.33928,0,0.133,11,6
1619606062087189000,-2,0,1.33928,2,0.133,12,6
1619606062094882000,-4,0,1.33831,4,0.133,12,6
1619606062102628000,-6,1,1.33539,6.08276,0.133,12,6
1619606062112144000,-6,1,1.33052,6.08276,0.133,12,6
1619606062118536000,-8,2,1.32431,8.24621,0.133,12,6
1619606062128860000,-10,2,1.31578,10.198,0.133,12,6
1619606062134371000,-11,2,1.30396,11.1803,0.133,12,6
1619606062142446000,-14,3,1.29155,14.3178,0.133,12,6
1619606062151707000,-15,3,1.27391,15.2971,0.133,12,6
1619606062158868000,-18,4,1.25299,18.4391,0.133,12,6
1619606062166533000,-19,4,1.22318,19.4165,0.133,12,6
1619606062174604000,-22,4,1.19183,22.3607,0.133,12,6
1619606062182005000,-23,5,1.15144,23.5372,0.133,12,6
1619606062191125000,-24,7,1.10741,25,0.133,12,6
1619606062198103000,-24,7,1.05894,25,0.133,12,6
1619606062206395000,-24,8,1.00913,25.2982,0.133,12,6
1619606062214891000,-24,9,0.959892,25.632,0.133,12,6
1619606062223393000,-24,9,0.909838,25.632,0.133,12,6
1619606062231455000,-24,10,0.859789,26,0.133,12,6
1619606062237901000,-24,10,0.807956,26,0.133,12,6
1619606062246073000,-25,10,0.756124,26.9258,0.133,12,6
1619606062253649000,-24,9,0.702388,25.632,0.133,12,6
1619606062263219000,-25,10,0.651407,26.9258,0.133,12,6
1619606062270380000,-25,9,0.597686,26.5707,0.133,12,6
1619606062278823000,-25,8,0.544404,26.2488,0.133,12,6
1619606062289289000,-24,7,0.492463,25,0.133,12,6
1619606062297888000,-25,6,0.444323,25.7099,0.133,12,6
