timestamp,dx,dy,D,speed
1618417011073885000,-5,-5,0.47478,7.07107
1618417011081895000,-8,-5,0.46955,9.43398
1618417011089864000,-11,-6,0.461254,12.53
1618417011098039000,-14,-6,0.449922,15.2315
1618417011105864000,-18,-5,0.435562,18.6815
1618417011113896000,-21,-3,0.417092,21.2132
1618417011121995000,-23,-1,0.395452,23.0217
1618417011130141000,-25,-1,0.371629,25.02
1618417011139158000,-25,0,0.34575,25
1618417011145853000,-27,0,0.319806,27
1618417011154033000,-28,2,0.291806,28.0713
1618417011162225000,-27,4,0.262578,27.2947
1618417011169782000,-28,3,0.234178,28.1603
1618417011179027000,-30,2,0.204847,30.0666
1618417011185997000,-30,1,0.173542,30.0167
1618417011193826000,-27,0,0.142359,27
1618417011202046000,-26,0,0.114464,26
1618417011210073000,-23,-2,0.0877411,23.0868
1618417011217871000,-18,-2,0.0649113,18.1108
1618417011226055000,-14,-2,0.0480752,14.1421
1618417011234133000,-11,-2,0.0366669,11.1803
1618417011241852000,-7,-1,0.0301848,7.07107
1618417011250190000,-5,-1,0.0276033,5.09902
1618417011258182000,-3,-1,0.0271592,3.16228
1618417011266064000,-2,-1,0.0278039,2.23607
1618417011426425000,0,0,0.0287856,0
1618417011514036000,0,0,1.07043,0
1618417011570027000,-1,-1,1.07043,1.41421
1618417011578138000,3,-1,1.07168,3.16228
1618417011586007000,7,-4,1.06887,8.06226
1618417011593942000,13,-5,1.06271,13.9284
1618417011602008000,18,-6,1.05076,18.9737
1618417011610100000,24,-6,1.03408,24.7386
1618417011617897000,30,-7,1.01147,30.8058
1618417011625962000,35,-6,0.983287,35.5106
1618417011633883000,40,-3,0.950064,40.1123
1618417011642095000,42,-2,0.911213,42.0476
1618417011650003000,43,-1,0.870326,43.0116
1618417011657917000,42,0,0.828402,42
1618417011665966000,45,3,0.787396,45.0999
1618417011673990000,44,7,0.74263,44.5533
1618417011681977000,44,9,0.697482,44.911
1618417011690045000,44,10,0.651673,45.1221
1618417011697954000,44,14,0.605579,46.1736
1618417011706012000,44,18,0.557856,47.5395
1618417011713924000,44,20,0.508403,48.3322
1618417011721954000,40,21,0.458065,45.1774
1618417011729968000,37,21,0.411044,42.5441
1618417011737949000,34,19,0.36687,38.9487
1618417011745701000,29,16,0.326438,33.121
1618417011754672000,25,14,0.292069,28.6531
1618417011762366000,20,12,0.262384,23.3238
1618417011770117000,16,9,0.23835,18.3576
1618417011778237000,12,8,0.219392,14.4222
1618417011785880000,8,6,0.204732,10
1618417011794039000,5,6,0.194754,7.81025
1618417011802420000,3,6,0.187784,6.7082
1618417011809977000,2,6,0.182904,6.32456
1618417011818124000,1,6,0.179169,6.08276
1618417011826072000,0,5,0.176614,5
1618417011834098000,0,6,0.175483,6
1618417011841976000,0,6,0.174321,6
1618417011850023000,0,5,0.173377,5
1618417011857965000,0,4,0.172759,4
1618417011865876000,1,4,0.172377,4.12311
1618417011873888000,0,1,0.171054,1
1618417011882076000,1,2,0.170999,2.23607
1618417011889934000,2,1,0.169866,2.23607
1618417011897941000,3,0,0.167748,3
1618417011905957000,6,0,0.164624,6
1618417011914008000,9,0,0.158378,9
1618417011921914000,13,0,0.149009,13
1618417011930018000,15,0,0.135477,15
1618417011938021000,18,0,0.119866,18
1618417011945926000,19,0,0.101139,19
1618417011954131000,19,0,0.0813826,19
1618417011962172000,19,0,0.0616492,19
1618417011969935000,18,0,0.0419706,18
1618417011978038000,16,1,0.0235036,16.0312
1618417011985953000,13,1,0.00759644,13.0384
1618417011994047000,12,1,0.00806683,12.0416
1618417012001977000,10,2,0.0199736,10.198
1618417012010452000,8,1,0.0302578,8.06226
1618417012018138000,6,2,0.038599,6.32456
1618417012026049000,4,1,0.0449343,4.12311
1618417012034014000,2,1,0.0491656,2.23607
1618417012106234000,0,0,0.0513332,0
1618417012210741000,0,0,0.0513332,0
1618417012225917000,-2,-1,0.0513332,2.23607
1618417012234041000,-2,0,0.0491656,2
1618417012242924000,-6,-1,0.0470893,6.08276
1618417012249885000,-6,-1,0.0407772,6.08276
1618417012258160000,-7,-1,0.034474,7.07107
1618417012265803000,-7,0,0.0271444,7
1618417012273890000,-8,0,0.0198573,8
1618417012281826000,-8,0,0.0115362,8
1618417012290065000,-9,1,0.0032781,9.05539
1618417012298061000,-7,1,0.00647505,7.07107
1618417012305820000,-6,1,0.0138021,6.08276
1618417012313864000,-3,1,0.0201335,3.16228
1618417012322051000,-1,0,0.0234056,1
1618417012329750000,0,0,0.0244244,0
1618417012394042000,0,0,0.736804,0
1618417012418151000,-1,0,0.736804,1
1618417012425866000,-1,0,0.736338,1
1618417012434092000,-2,-1,0.735874,2.23607
1618417012441785000,-1,-2,0.734014,2.23607
1618417012449968000,-2,-3,0.731685,3.60555
1618417012458280000,-1,-5,0.72796,5.09902
1618417012466168000,-3,-6,0.722831,6.7082
1618417012473935000,-4,-7,0.715843,8.06226
1618417012481927000,-5,-10,0.707459,11.1803
1618417012490758000,-8,-13,0.695813,15.2643
1618417012498012000,-11,-15,0.67998,18.6011
1618417012505945000,-14,-18,0.660907,22.8035
1618417012513867000,-15,-20,0.637683,25
1618417012521977000,-18,-22,0.612172,28.4253
1618417012529820000,-20,-25,0.583518,32.0156
1618417012538288000,-21,-26,0.551268,33.4215
1618417012545790000,-22,-27,0.517796,34.8281
1618417012553908000,-21,-29,0.483164,35.805
1618417012561986000,-20,-30,0.447189,36.0555
1618417012569853000,-18,-28,0.410795,33.2866
1618417012578344000,-17,-28,0.377241,32.7567
1618417012585814000,-15,-26,0.344198,30.0167
1618417012593996000,-13,-25,0.31393,28.178
1618417012602025000,-12,-22,0.28537,25.0599
1618417012610572000,-13,-20,0.260262,23.8537
1618417012618106000,-13,-19,0.237242,23.0217
1618417012625847000,-13,-18,0.215664,22.2036
1618417012634061000,-11,-17,0.195688,20.2485
1618417012641736000,-10,-16,0.177535,18.868
1618417012649900000,-11,-15,0.161085,18.6011
1618417012657913000,-9,-13,0.146605,15.8114
1618417012666040000,-8,-12,0.13493,14.4222
1618417012673915000,-6,-10,0.125016,11.6619
1618417012681982000,-4,-10,0.117324,10.7703
1618417012689810000,-3,-9,0.109503,9.48683
1618417012697914000,-3,-8,0.10269,8.544
1618417012705876000,-2,-7,0.0972716,7.28011
1618417012713753000,-1,-5,0.0925727,5.09902
1618417012721748000,0,-3,0.0891706,3
1618417012730001000,-1,-3,0.0868057,3.16228
1618417012745796000,0,-1,0.0852026,1
1618417012778289000,0,-1,0.0844488,1
1618417012785976000,0,-1,0.0837013,1
1618417012794465000,0,-2,0.0829601,2
1618417012802004000,0,-4,0.0814973,4
1618417012809901000,1,-6,0.0786559,6.08276
1618417012817984000,1,-6,0.073813,6.08276
1618417012826041000,1,-6,0.0692117,6.08276
1618417012834126000,2,-6,0.0649034,6.32456
1618417012842199000,2,-6,0.0600229,6.32456
1618417012850284000,3,-5,0.0554963,5.83095
1618417012857886000,3,-4,0.0507421,5
1618417012865875000,4,-5,0.046553,6.40312
1618417012874396000,4,-3,0.0413842,5
1618417012882024000,5,-3,0.036846,5.83095
1618417012890520000,4,-2,0.0314677,4.47214
1618417012898395000,4,-2,0.0273473,4.47214
1618417012906277000,3,-1,0.0234293,3.16228
1618417012913985000,2,-1,0.0205663,2.23607
1618417012921913000,2,-1,0.0188406,2.23607
1618417012938015000,1,0,0.0172573,1
1618417012962246000,1,0,0.0163065,1
1618417012970138000,1,0,0.0153674,1
1618417012978321000,1,0,0.0144424,1
1618417012985802000,1,0,0.0135344,1
1618417012994006000,2,0,0.012647,2
1618417013002177000,4,1,0.010954,4.12311
1618417013010118000,4,2,0.00727543,4.47214
1618417013018245000,5,3,0.00373111,5.83095
1618417013026385000,5,2,0.00502963,5.38516
1618417013033864000,4,2,0.0103093,4.47214
1618417013041972000,4,2,0.0148048,4.47214
1618417013050478000,2,1,0.0193774,2.23607
1618417013066354000,0,0,0.0216774,0
1618417013122848000,0,0,0.718064,0
1618417013202069000,1,0,0.718064,1
1618417013209917000,1,0,0.719093,1
1618417013218334000,3,0,0.720122,3
1618417013226118000,5,1,0.723211,5.09902
1618417013233962000,4,1,0.728517,4.12311
1618417013242445000,4,0,0.732794,4
1618417013250145000,5,0,0.736912,5
1618417013258282000,5,-1,0.74206,5.09902
1618417013266243000,4,-4,0.747053,5.65685
1618417013274355000,3,-7,0.750568,7.61577
1618417013281830000,0,-8,0.75266,8
1618417013289786000,-2,-10,0.751601,10.198
1618417013297818000,-6,-9,0.748335,10.8167
1618417013305872000,-9,-8,0.741157,12.0416
1618417013313880000,-12,-8,0.731058,14.4222
1618417013321825000,-16,-8,0.71792,17.8885
1618417013329828000,-21,-8,0.7007,22.4722
1618417013337794000,-25,-7,0.678354,25.9615
1618417013345768000,-31,-8,0.651968,32.0156
1618417013353832000,-37,-10,0.619354,38.3275
1618417013361827000,-41,-10,0.580527,42.2019
1618417013369820000,-42,-11,0.537693,43.4166
1618417013378173000,-43,-11,0.494034,44.3847
1618417013385820000,-44,-11,0.449643,45.3542
1618417013394087000,-41,-9,0.404626,41.9762
1618417013401868000,-37,-7,0.363036,37.6563
1618417013409823000,-33,-3,0.325804,33.1361
1618417013417720000,-28,-2,0.292413,28.0713
1618417013425767000,-23,-1,0.264191,23.0217
1618417013433901000,-17,0,0.241035,17
1618417013441777000,-15,1,0.223839,15.0333
1618417013449694000,-11,2,0.208463,11.1803
1618417013457687000,-7,3,0.19686,7.61577
1618417013465696000,-4,3,0.189003,5
1618417013474249000,-4,3,0.184177,5
1618417013482085000,-4,4,0.179372,5.65685
1618417013489668000,-4,4,0.174355,5.65685
1618417013497722000,-5,5,0.169394,7.07107
1618417013505723000,-6,5,0.163281,7.81025
1618417013514295000,-7,5,0.156245,8.60233
1618417013521801000,-8,5,0.148289,9.43398
1618417013529734000,-9,5,0.139417,10.2956
1618417013537773000,-9,6,0.129642,10.8167
1618417013545845000,-10,5,0.120004,11.1803
1618417013557063000,-11,5,0.109602,12.083
1618417013561700000,-10,3,0.0984376,10.4403
1618417013569708000,-9,3,0.0884012,9.48683
1618417013577708000,-9,2,0.0796129,9.21954
1618417013585724000,-8,1,0.0708641,8.06226
1618417013593707000,-6,0,0.0630669,6
1618417013601716000,-4,0,0.0570869,4
1618417013609703000,-2,0,0.0531347,2
1618417013617701000,-1,0,0.0511714,1
1618417013625730000,-1,0,0.0501934,1
1618417013665821000,-1,0,0.049218,1
1618417013673861000,-3,-1,0.0482454,3.16228
1618417013681795000,-3,-1,0.0449555,3.16228
1618417013689784000,-5,-2,0.0416662,5.38516
1618417013697856000,-6,-3,0.0360567,6.7082
1618417013705716000,-6,-2,0.0291014,6.32456
1618417013713856000,-6,-2,0.0225184,6.32456
1618417013721858000,-5,-2,0.0159396,5.38516
1618417013729711000,-3,-2,0.0103301,3.60555
1618417013737793000,-2,-1,0.00669169,2.23607
1618417013794542000,0,0,0.00442513,0
1618417013881718000,0,0,0.363616,0
1618417013921732000,3,-2,0.363616,3.60555
1618417013929688000,5,0,0.365585,5
1618417013937740000,10,0,0.365458,10
1618417013945721000,15,0,0.365425,15
1618417013953702000,21,0,0.365933,21
1618417013961703000,27,1,0.367759,27.0185
1618417013969669000,29,4,0.370965,29.2746
1618417013977666000,33,6,0.37379,33.541
1618417013985685000,33,9,0.378557,34.2053
1618417013993667000,32,10,0.383626,33.5261
1618417014001649000,28,12,0.390453,30.4631
1618417014009692000,23,12,0.396092,25.9422
1618417014017680000,17,11,0.400816,20.2485
1618417014025684000,12,11,0.403792,16.2788
1618417014033808000,6,8,0.404146,10
1618417014041859000,1,7,0.402788,7.07107
1618417014049722000,-2,9,0.398556,9.21954
1618417014057950000,-6,9,0.3907,10.8167
1618417014066014000,-9,9,0.379794,12.7279
1618417014073860000,-11,9,0.366561,14.2127
1618417014081886000,-14,10,0.351767,17.2047
1618417014089871000,-16,10,0.333948,18.868
1618417014097940000,-18,11,0.314599,21.095
1618417014105889000,-19,12,0.293059,22.4722
1618417014113843000,-18,11,0.270116,21.095
1618417014121855000,-17,12,0.248733,20.8087
1618417014129881000,-16,12,0.227425,20
1618417014137812000,-15,12,0.2069,19.2094
1618417014145823000,-14,11,0.187137,17.8045
1618417014153847000,-13,10,0.168902,16.4012
1618417014161872000,-11,9,0.152209,14.2127
1618417014169747000,-10,9,0.137718,13.4536
1618417014179233000,-8,8,0.123928,11.3137
1618417014185917000,-7,9,0.112264,11.4018
1618417014193866000,-6,9,0.100391,10.8167
1618417014201936000,-5,8,0.0891362,9.43398
1618417014209723000,-5,8,0.0793431,9.43398
1618417014217770000,-4,7,0.0695596,8.06226
1618417014225869000,-4,6,0.0612548,7.2111
1618417014234012000,-4,5,0.0537782,6.40312
1618417014241857000,-3,4,0.0471092,5
1618417014249959000,-3,3,0.0419081,4.24264
1618417014257939000,-2,3,0.037507,3.60555
1618417014266084000,-2,2,0.0337725,2.82843
1618417014273887000,-2,2,0.0308379,2.82843
1618417014282053000,-1,1,0.0279057,1.41421
1618417014289922000,-1,1,0.0264407,1.41421
1618417014337922000,0,1,0.0249768,1
1618417014345917000,-1,2,0.0241693,2.23607
1618417014361769000,-1,3,0.02191,3.16228
1618417014369806000,-1,2,0.0189198,2.23607
1618417014377876000,0,0,0.01673,0
1618417014385888000,-1,2,0.409202,2.23607
1618417014442043000,0,0,0.407018,0
1618417014450191000,2,1,0.407018,2.23607
1618417014458557000,3,-1,0.406211,3.16228
1618417014465918000,4,0,0.407608,4
1618417014473905000,8,0,0.408127,8
1618417014481937000,12,2,0.40929,12.1655
1618417014489775000,16,3,0.409297,16.2788
1618417014498078000,20,4,0.409576,20.3961
1618417014506021000,23,5,0.41066,23.5372
1618417014513873000,25,5,0.412862,25.4951
1618417014521902000,25,7,0.417298,25.9615
1618417014529951000,24,10,0.421489,26
1618417014537918000,21,12,0.424127,24.1868
1618417014545955000,16,15,0.425001,21.9317
1618417014553686000,14,17,0.421745,22.0227
1618417014561900000,10,19,0.416775,21.4709
1618417014569907000,7,22,0.40867,23.0868
1618417014577855000,3,23,0.397228,23.1948
1618417014585865000,0,21,0.383134,21
1618417014593684000,-4,23,0.368955,23.3452
1618417014601824000,-7,19,0.350968,20.2485
1618417014609746000,-10,18,0.333531,20.5913
1618417014617811000,-12,17,0.314466,20.8087
1618417014625719000,-14,15,0.294479,20.5183
1618417014633831000,-15,14,0.273971,20.5183
1618417014641831000,-16,12,0.253194,20
1618417014649827000,-16,11,0.232579,19.4165
1618417014657979000,-17,10,0.212488,19.7231
1618417014666059000,-17,10,0.191972,19.7231
1618417014673965000,-16,10,0.171462,18.868
1618417014681988000,-15,9,0.151896,17.4929
1618417014689987000,-14,10,0.133744,17.2047
1618417014697912000,-13,9,0.116132,15.8114
1618417014705983000,-10,8,0.0999892,12.8062
1618417014714256000,-9,6,0.0872668,10.8167
1618417014721843000,-7,4,0.0763722,8.06226
1618417014729769000,-5,4,0.0681757,6.40312
1618417014737924000,-4,2,0.0620535,4.47214
1618417014745764000,-3,1,0.0575139,3.16228
1618417014753792000,-2,1,0.0542351,2.23607
1618417014761790000,-2,1,0.0519762,2.23607
1618417014769878000,-2,1,0.0497237,2.23607
1618417014786066000,-2,0,0.0474786,2
1618417014793868000,-2,0,0.0454335,2
1618417014802417000,-4,1,0.043392,4.12311
1618417014810162000,-4,1,0.0391007,4.12311
1618417014817929000,-4,1,0.0348105,4.12311
1618417014826046000,-4,0,0.0305216,4
1618417014834095000,-6,0,0.0264404,6
1618417014842035000,-6,0,0.0203838,6
1618417014849805000,-6,0,0.0144922,6
1618417014857873000,-6,1,0.00909253,6.08276
1618417014866380000,-5,1,0.00475455,5.09902
1618417014874132000,-2,0,0.00570874,2
1618417014882146000,-3,1,0.00743266,3.16228
1618417014898215000,-1,0,0.00994977,1
1618417014922156000,0,0,0.0109586,0
1618417014986095000,0,0,0.824581,0
1618417014994575000,5,0,0.824581,5
1618417015002075000,8,0,0.822898,8
1618417015009920000,12,1,0.820265,12.0416
1618417015018169000,14,2,0.815466,14.1421
1618417015026157000,16,3,0.809243,16.2788
1618417015034026000,17,4,0.801686,17.4642
1618417015042096000,17,5,0.793154,17.72
1618417015050015000,17,8,0.783936,18.7883
1618417015057961000,17,11,0.771989,20.2485
1618417015065966000,15,13,0.757287,19.8494
1618417015073957000,13,15,0.741188,19.8494
1618417015081999000,10,17,0.72358,19.7231
1618417015090105000,8,19,0.704518,20.6155
1618417015098089000,6,19,0.683756,19.9249
1618417015106194000,4,19,0.663308,19.4165
1618417015113972000,2,18,0.643143,18.1108
1618417015122145000,1,17,0.624281,17.0294
1618417015130191000,1,17,0.606587,17.0294
1618417015137917000,0,16,0.588896,16
1618417015145941000,0,16,0.572382,16
1618417015154027000,0,15,0.555876,15
1618417015161965000,0,14,0.540411,14
1618417015169940000,0,14,0.525986,14
1618417015178894000,2,14,0.51157,14.1421
1618417015185987000,2,14,0.496839,14.1421
1618417015193782000,3,14,0.482109,14.3178
1618417015202065000,5,14,0.46722,14.8661
1618417015209985000,6,14,0.452024,15.2315
1618417015217923000,6,15,0.436705,16.1555
1618417015226226000,6,15,0.420394,16.1555
1618417015233916000,6,16,0.404125,17.088
1618417015241841000,6,17,0.386867,18.0278
1618417015250019000,7,18,0.368625,19.3132
1618417015257817000,7,19,0.349317,20.2485
1618417015266023000,6,19,0.329067,19.9249
1618417015274111000,5,19,0.308974,19.6469
1618417015281891000,5,19,0.289004,19.6469
1618417015290003000,4,19,0.269107,19.4165
1618417015298038000,4,18,0.249297,18.4391
1618417015306556000,3,17,0.230601,17.2627
1618417015314094000,3,16,0.212995,16.2788
1618417015322088000,3,14,0.196496,14.3178
1618417015330193000,3,13,0.18216,13.3417
1618417015338102000,3,11,0.16896,11.4018
1618417015346126000,3,9,0.157947,9.48683
1618417015354194000,3,7,0.149125,7.61577
1618417015362005000,3,6,0.142489,6.7082
1618417015370009000,3,5,0.137009,5.83095
1618417015377921000,2,4,0.132679,4.47214
1618417015386034000,1,4,0.129202,4.12311
1618417015393855000,1,2,0.125496,2.23607
1618417015402303000,0,1,0.123813,1
1618417015409981000,0,1,0.122821,1
1618417015418271000,0,1,0.121829,1
1618417015426573000,0,1,0.120838,1
1618417015434123000,0,2,0.119847,2
1618417015442120000,0,2,0.11787,2
1618417015450105000,0,4,0.115896,4
1618417015457898000,-1,6,0.111959,6.08276
1618417015465889000,-1,5,0.105726,5.09902
1618417015473925000,-2,6,0.100479,6.32456
1618417015482187000,-2,7,0.0938962,7.28011
1618417015490167000,-2,7,0.0863411,7.28011
1618417015497989000,-3,7,0.0787914,7.61577
1618417015506771000,-3,8,0.0708617,8.544
1618417015513932000,-3,7,0.0619629,7.61577
1618417015522183000,-3,7,0.0540335,7.61577
1618417015530185000,-2,7,0.0461054,7.28011
1618417015538503000,-2,7,0.0385571,7.28011
1618417015546297000,-2,6,0.031026,6.32456
1618417015553898000,-1,6,0.02447,6.08276
1618417015562105000,-1,6,0.0184359,6.08276
1618417015569718000,-1,5,0.0126998,5.09902
1618417015578151000,-1,5,0.00844263,5.09902
1618417015586481000,-1,5,0.00613963,5.09902
1618417015595176000,-1,5,0.00778049,5.09902
1618417015601741000,-1,5,0.0118238,5.09902
1618417015610001000,0,0,0.0165979,0
1618417015617771000,-1,5,1.8669,5.09902
1618417015626089000,0,3,1.87212,3
1618417015634073000,-1,5,1.87502,5.09902
1618417015642014000,-1,4,1.88024,4.12311
1618417015650095000,0,2,1.8845,2
1618417015658189000,0,1,1.88643,1
1618417015666016000,0,1,1.8874,1
1618417015682137000,0,0,1.88837,0
1618417015698179000,1,-1,1.88837,1.41421
1618417015706000000,2,-2,1.88702,2.82843
1618417015713824000,4,-2,1.88431,4.47214
1618417015721833000,6,-2,1.88084,6.32456
1618417015730125000,8,-3,1.87661,8.544
1618417015738321000,11,-4,1.87067,11.7047
1618417015746080000,14,-4,1.86266,14.5602
1618417015753957000,16,-5,1.8536,16.7631
1618417015762151000,18,-4,1.84292,18.4391
1618417015770017000,22,-5,1.83263,22.561
1618417015777924000,25,-6,1.82013,25.7099
1618417015785957000,28,-9,1.80589,29.4109
1618417015794412000,33,-12,1.78801,35.1141
1618417015801864000,34,-17,1.76599,38.0132
1618417015810020000,35,-20,1.73917,40.3113
1618417015818049000,33,-22,1.70956,39.6611
1618417015825991000,32,-25,1.67894,40.6079
1618417015834031000,28,-28,1.64597,39.598
1618417015841975000,26,-31,1.61123,40.4599
1618417015850165000,24,-34,1.57415,41.6173
1618417015857995000,23,-38,1.53464,44.4185
1618417015866144000,21,-41,1.49141,46.0652
1618417015874051000,18,-42,1.44563,45.6946
1618417015882578000,15,-43,1.39945,45.5412
1618417015889917000,15,-45,1.3528,47.4342
1618417015898048000,16,-45,1.30415,47.7598
1618417015906142000,19,-44,1.25541,47.927
1618417015913990000,20,-44,1.2074,48.3322
1618417015921813000,21,-44,1.15943,48.7545
1618417015930304000,19,-41,1.11157,45.1885
1618417015938612000,19,-39,1.06727,43.382
1618417015946347000,18,-38,1.02529,42.0476
1618417015954107000,17,-37,0.984689,40.7185
1618417015962542000,15,-36,0.945449,39
1618417015970170000,15,-37,0.907569,39.9249
1618417015977963000,15,-37,0.868896,39.9249
1618417015986080000,14,-35,0.830504,37.6962
1618417015993774000,13,-34,0.794476,36.4005
1618417016001865000,10,-33,0.759749,34.4819
1618417016009881000,8,-32,0.726139,32.9848
1618417016017886000,8,-31,0.693606,32.0156
1618417016025795000,6,-32,0.662295,32.5576
1618417016033881000,6,-31,0.629899,31.5753
1618417016041851000,3,-30,0.598704,30.1496
1618417016049897000,2,-28,0.568244,28.0713
1618417016057936000,0,-27,0.539775,27
1618417016065849000,-2,-29,0.512053,29.0689
1618417016074104000,-4,-28,0.481951,28.2843
1618417016082146000,-7,-27,0.452512,27.8927
1618417016089941000,-8,-25,0.423534,26.2488
1618417016097781000,-11,-23,0.396443,25.4951
1618417016105798000,-11,-21,0.370967,23.7065
1618417016113975000,-9,-19,0.347721,21.0238
1618417016121806000,-8,-16,0.326974,17.8885
1618417016130037000,-5,-14,0.30959,14.8661
1618417016138130000,-3,-12,0.294644,12.3693
1618417016146037000,-2,-11,0.281962,11.1803
1618417016153989000,-2,-10,0.270398,10.198
1618417016162232000,-2,-9,0.259882,9.21954
1618417016169889000,-2,-8,0.250415,8.24621
1618417016177877000,-2,-8,0.242,8.24621
1618417016185859000,-1,-7,0.233598,7.07107
1618417016193962000,-1,-5,0.226278,5.09902
1618417016201926000,-1,-4,0.221044,4.12311
1618417016209942000,0,-1,0.216855,1
1618417016217973000,0,-1,0.215814,1
1618417016242364000,0,-1,0.214773,1
1618417016249907000,0,-3,0.213731,3
1618417016257868000,0,-4,0.210607,4
1618417016265913000,1,-7,0.206441,7.07107
1618417016274024000,0,-6,0.199176,6
1618417016281837000,0,-8,0.192929,8
1618417016289875000,0,-9,0.184599,9
1618417016297844000,0,-8,0.175228,8
1618417016305875000,0,-9,0.166899,9
1618417016314163000,0,-8,0.157529,8
1618417016322072000,0,-8,0.149201,8
1618417016330208000,0,-8,0.140873,8
1618417016338045000,0,-8,0.132546,8
1618417016345863000,0,-8,0.12422,8
1618417016353746000,0,-8,0.115895,8
1618417016362460000,-2,-8,0.107571,8.24621
1618417016369911000,-1,-7,0.0991584,7.07107
1618417016377805000,-1,-6,0.0918397,6.08276
1618417016385942000,-1,-6,0.0855707,6.08276
1618417016393967000,-2,-6,0.0793125,6.32456
1618417016402033000,-1,-6,0.0730878,6.08276
1618417016410197000,-1,-6,0.0668783,6.08276
1618417016417965000,-1,-6,0.060695,6.08276
1618417016426867000,-1,-6,0.0545468,6.08276
1618417016433827000,-1,-6,0.0484471,6.08276
1618417016442333000,-1,-5,0.0424168,5.09902
1618417016450273000,-1,-4,0.0375062,4.12311
1618417016458012000,-1,-3,0.0337219,3.16228
1618417016466095000,-1,-2,0.0310562,2.23607
1618417016474258000,0,-1,0.0294814,1
1618417016481863000,0,-1,0.0285221,1
1618417016506578000,0,0,0.0275688,0
1618417016578886000,0,0,1.36604,0
1618417016594167000,0,-1,1.36604,1
1618417016617968000,1,-1,1.36694,1.41421
1618417016633813000,2,0,1.36733,2
1618417016641888000,6,1,1.3663,6.08276
1618417016649847000,8,3,1.36231,8.544
1618417016657925000,10,6,1.3555,11.6619
1618417016665969000,12,9,1.34497,15
1618417016673976000,14,13,1.33073,19.105
1618417016681819000,17,17,1.31186,24.0416
1618417016689998000,21,21,1.28788,29.6985
1618417016697806000,25,24,1.25831,34.6554
1618417016705970000,28,26,1.22413,38.2099
1618417016713776000,32,28,1.18679,42.5206
1618417016721937000,34,29,1.14594,44.6878
1618417016729914000,36,29,1.10353,46.2277
1618417016737883000,36,29,1.06064,46.2277
1618417016745986000,36,29,1.01821,46.2277
1618417016753998000,36,30,0.976323,46.8615
1618417016762808000,34,31,0.934053,46.0109
1618417016770122000,33,33,0.892101,46.669
1618417016778044000,31,35,0.849078,46.7547
1618417016786225000,30,36,0.805213,46.8615
1618417016794147000,29,38,0.761166,47.8017
1618417016801989000,27,39,0.715911,47.4342
1618417016809943000,24,41,0.67064,47.5079
1618417016817849000,23,40,0.624398,46.1411
1618417016826081000,19,38,0.579853,42.4853
1618417016834192000,17,37,0.538367,40.7185
1618417016842035000,15,36,0.49853,39
1618417016849935000,13,33,0.460271,35.4683
1618417016858090000,11,31,0.425591,32.8938
1618417016866149000,8,28,0.393361,29.1204
1618417016873705000,5,24,0.364475,24.5153
1618417016881830000,1,19,0.339789,19.0263
1618417016890129000,-1,16,0.32011,16.0312
1618417016897954000,-3,14,0.303412,14.3178
1618417016905731000,-3,13,0.288652,13.3417
1618417016914148000,-4,12,0.274949,12.6491
1618417016921875000,-5,12,0.262262,13
1618417016930286000,-4,11,0.249599,11.7047
1618417016938191000,-5,11,0.23808,12.083
1618417016946477000,-4,10,0.226646,10.7703
1618417016953883000,-4,9,0.216341,9.84886
1618417016962016000,-4,8,0.207171,8.94427
1618417016969713000,-3,8,0.199147,8.544
1618417016978369000,-3,8,0.191131,8.544
1618417016985818000,-3,8,0.183198,8.544
1618417016993838000,-2,7,0.175357,7.28011
1618417017001762000,-2,7,0.168475,7.28011
1618417017010122000,-2,7,0.161656,7.28011
1618417017018066000,-1,8,0.154908,8.06226
1618417017025711000,-1,8,0.14699,8.06226
1618417017033670000,-2,8,0.139129,8.24621
1618417017041687000,-1,8,0.131615,8.06226
1618417017049885000,0,8,0.123926,8
1618417017057685000,0,9,0.115999,9
1618417017065744000,0,10,0.107154,10
1618417017073764000,0,9,0.0974437,9
1618417017081814000,0,9,0.0888408,9
1618417017089671000,0,8,0.0804108,8
1618417017097974000,0,9,0.0731109,9
1618417017105677000,0,8,0.0651953,8
1618417017113849000,0,8,0.0585224,8
1618417017121765000,0,8,0.0523279,8
1618417017129824000,0,7,0.046802,7
1618417017137970000,0,7,0.0427206,7
1618417017145667000,0,6,0.0395729,6
1618417017153904000,0,5,0.037797,5
1618417017161941000,0,4,0.0370648,4
1618417017169828000,0,3,0.0370001,3
1618417017178329000,0,2,0.0372585,2
1618417017185681000,0,1,0.0375745,1
1618417017193727000,0,1,0.0377746,1
1618417017201746000,0,1,0.0380022,1
1618417017209771000,1,1,0.0382568,1.41421
1618417017249666000,1,0,0.0375398,1
1618417017265674000,1,0,0.0365441,1
1618417017273659000,1,0,0.0355511,1
1618417017281765000,2,0,0.0345609,2
1618417017289767000,2,0,0.0325902,2
1618417017297834000,3,0,0.0306344,3
1618417017305850000,3,-1,0.0277354,3.16228
1618417017314420000,1,0,0.0244538,1
1618417017321800000,1,0,0.0235039,1
1618417017329789000,1,0,0.0225622,1
1618417017337831000,2,0,0.0216296,2
1618417017345778000,1,0,0.0197971,1
1618417017353912000,2,0,0.0189004,2
1618417017361881000,4,-1,0.0171561,4.12311
