timestamp,dx,dy,D,speed
1618417115890207000,-7,-2,0.00342805,7.28011
1618417115898146000,-6,-1,0.00817949,6.08276
1618417115906345000,-4,0,0.0143346,4
1618417115914182000,-3,0,0.0185009,3
1618417115922270000,-1,0,0.0216258,1
1618417115930252000,-1,0,0.0226674,1
1618417115938468000,0,0,0.023709,0
1618417116010796000,0,0,0.837441,0
1618417116066325000,-1,1,0.837441,1.41421
1618417116074223000,0,1,0.83803,1
1618417116082330000,0,3,0.837651,3
1618417116090297000,-1,4,0.83652,4.12311
1618417116098349000,0,2,0.836002,2
1618417116106361000,-1,5,0.835263,5.09902
1618417116114482000,-1,5,0.834414,5.09902
1618417116122376000,0,4,0.833598,4
1618417116130371000,1,7,0.832184,7.07107
1618417116138418000,4,7,0.828771,8.06226
1618417116146354000,8,8,0.822451,11.3137
1618417116154359000,14,8,0.811888,16.1245
1618417116162371000,18,8,0.795421,19.6977
1618417116170510000,24,10,0.775006,26
1618417116179323000,27,10,0.74801,28.7924
1618417116186229000,32,8,0.718044,32.9848
1618417116194292000,35,8,0.683765,35.9026
1618417116202505000,40,10,0.646527,41.2311
1618417116210423000,42,10,0.603708,43.1741
1618417116218396000,43,11,0.558939,44.3847
1618417116226517000,43,11,0.512876,44.3847
1618417116234379000,44,11,0.466847,45.3542
1618417116242567000,44,11,0.419888,45.3542
1618417116250450000,43,11,0.373,44.3847
1618417116258463000,39,12,0.327178,40.8044
1618417116266697000,35,12,0.284892,37
1618417116274564000,31,11,0.246481,32.8938
1618417116282601000,27,10,0.212339,28.7924
1618417116290503000,22,8,0.18245,23.4094
1618417116298865000,19,5,0.158194,19.6469
1618417116306555000,15,5,0.138205,15.8114
1618417116314892000,13,4,0.121995,13.6015
1618417116322542000,10,4,0.108188,10.7703
1618417116330770000,8,3,0.0971256,8.544
1618417116338757000,6,2,0.0884177,6.32456
1618417116346702000,5,2,0.0820601,5.38516
1618417116354603000,4,2,0.0765914,4.47214
1618417116362243000,4,1,0.0719882,4.12311
1618417116370461000,2,0,0.0680146,2
1618417116378231000,4,1,0.0663629,4.12311
1618417116386510000,2,0,0.0624657,2
1618417116394623000,4,1,0.0608775,4.12311
1618417116402330000,2,0,0.0570811,2
1618417116411995000,3,0,0.0555733,3
1618417116418501000,2,0,0.0533842,2
1618417116426775000,1,0,0.051978,1
1618417116450760000,1,0,0.0512922,1
1618417116490791000,2,1,0.0506185,2.23607
1618417116498253000,1,1,0.0484929,1.41421
1618417116522303000,1,1,0.0470288,1.41421
1618417116546392000,1,2,0.0455652,2.23607
1618417116558711000,1,1,0.0432876,1.41421
1618417116562543000,1,2,0.0418229,2.23607
1618417116570542000,3,3,0.0395493,4.24264
1618417116578633000,3,4,0.035153,5
1618417116586419000,4,4,0.0299481,5.65685
1618417116594643000,4,4,0.0240942,5.65685
1618417116602584000,4,3,0.0182653,5
1618417116610445000,4,3,0.0134018,5
1618417116618504000,3,3,0.00893582,4.24264
1618417116626757000,3,2,0.0056021,3.60555
1618417116634585000,2,1,0.00529859,2.23607
1618417116650593000,0,0,0.0065644,0
1618417116730807000,0,0,0.860372,0
1618417116794571000,-5,-1,0.860372,5.09902
1618417116802613000,-5,-2,0.857354,5.38516
1618417116810678000,-8,-3,0.855089,8.544
1618417116818716000,-11,-5,0.851381,12.083
1618417116826738000,-15,-4,0.847064,15.5242
1618417116834669000,-19,-4,0.839301,19.4165
1618417116843232000,-20,-2,0.828988,20.0998
1618417116850644000,-21,1,0.816787,21.0238
1618417116858667000,-22,4,0.801873,22.3607
1618417116866638000,-21,6,0.784192,21.8403
1618417116875264000,-20,9,0.765791,21.9317
1618417116882776000,-21,10,0.745741,23.2594
1618417116890430000,-21,12,0.724403,24.1868
1618417116898390000,-22,12,0.701543,25.0599
1618417116906541000,-23,14,0.678266,26.9258
1618417116914385000,-24,17,0.652888,29.4109
1618417116922367000,-24,18,0.624532,30
1618417116930396000,-24,21,0.595508,31.8904
1618417116938508000,-23,24,0.564006,33.2415
1618417116946555000,-21,26,0.530474,33.4215
1618417116954677000,-20,28,0.496231,34.4093
1618417116962759000,-19,30,0.460706,35.5106
1618417116970580000,-16,30,0.423854,34
1618417116978610000,-13,28,0.388442,30.8707
1618417116986568000,-12,27,0.356311,29.5466
1618417116994424000,-10,25,0.325591,26.9258
1618417117002487000,-9,21,0.297701,22.8473
1618417117010607000,-8,19,0.273999,20.6155
1618417117018573000,-6,16,0.252643,17.088
1618417117026766000,-5,13,0.235055,13.9284
1618417117034718000,-3,11,0.220725,11.4018
1618417117042440000,-3,9,0.209278,9.48683
1618417117050469000,-2,7,0.199651,7.28011
1618417117058538000,-1,5,0.192366,5.09902
1618417117066819000,-1,4,0.18742,4.12311
1618417117074512000,0,2,0.183363,2
1618417117082513000,-1,3,0.181628,3.16228
1618417117098724000,-1,2,0.178453,2.23607
1618417117106717000,-1,1,0.176144,1.41421
1618417117114762000,-1,1,0.174698,1.41421
1618417117122584000,-2,1,0.173251,2.23607
1618417117130538000,-3,1,0.171227,3.16228
1618417117138967000,-4,1,0.168643,4.12311
1618417117146670000,-4,2,0.165531,4.47214
1618417117154547000,-5,4,0.161579,6.40312
1618417117162518000,-6,5,0.155341,7.81025
1618417117170503000,-5,6,0.147724,7.81025
1618417117178590000,-6,7,0.139738,9.21954
1618417117186925000,-6,7,0.130365,9.21954
1618417117194662000,-6,7,0.121028,9.21954
1618417117202498000,-5,7,0.111735,8.60233
1618417117210515000,-5,7,0.102928,8.60233
1618417117219012000,-5,6,0.0941491,7.81025
1618417117226893000,-5,6,0.0863737,7.81025
1618417117234170000,-4,5,0.0786713,6.40312
1618417117242715000,-4,5,0.0723798,6.40312
1618417117251330000,-4,5,0.0661625,6.40312
1618417117259047000,-4,4,0.0600424,5.65685
1618417117266892000,-3,5,0.0550753,5.83095
1618417117274458000,-3,4,0.0494164,5
1618417117282939000,-3,5,0.0449059,5.83095
1618417117290908000,-2,4,0.0395216,4.47214
1618417117298435000,-2,4,0.0353598,4.47214
1618417117306619000,-1,4,0.0313383,4.12311
1618417117314581000,-1,3,0.027338,3.16228
1618417117322618000,-1,3,0.0244584,3.16228
1618417117330670000,-1,2,0.021697,2.23607
1618417117346532000,0,1,0.0200707,1
1618417117370449000,0,0,0.0191052,0
1618417117418806000,0,-2,0.825815,2
1618417117427148000,0,-2,0.823798,2
1618417117434775000,1,-4,0.821782,4.12311
1618417117442738000,0,0,0.817487,0
1618417117450741000,1,-3,0.817487,3.16228
1618417117514685000,1,-2,0.8142,2.23607
1618417117522556000,1,-2,0.811922,2.23607
1618417117530465000,2,-4,0.809644,4.47214
1618417117538521000,4,-9,0.805089,9.84886
1618417117546577000,8,-14,0.794973,16.1245
1618417117557573000,12,-21,0.778794,24.1868
1618417117562500000,16,-26,0.754576,30.5287
1618417117571014000,18,-31,0.724423,35.8469
1618417117578604000,17,-32,0.688892,36.2353
1618417117586401000,18,-32,0.652734,36.7151
1618417117594470000,17,-30,0.61659,34.4819
1618417117602530000,16,-26,0.58293,30.5287
1618417117610687000,14,-24,0.553819,27.7849
1618417117618579000,13,-22,0.527307,25.5539
1618417117626480000,12,-21,0.503225,24.1868
1618417117634500000,11,-21,0.480513,23.7065
1618417117642466000,10,-21,0.458099,23.2594
1618417117650518000,7,-23,0.435948,24.0416
1618417117658720000,3,-24,0.411932,24.1868
1618417117666493000,1,-24,0.386947,24.0208
1618417117674448000,-1,-24,0.361959,24.0208
1618417117682605000,-3,-22,0.336949,22.2036
1618417117690721000,-3,-19,0.314016,19.2354
1618417117698181000,-3,-17,0.294238,17.2627
1618417117706708000,-4,-15,0.276581,15.5242
1618417117714177000,-4,-13,0.26109,13.6015
1618417117722194000,-4,-12,0.247765,12.6491
1618417117730238000,-3,-11,0.235579,11.4018
1618417117738225000,-2,-12,0.224437,12.1655
1618417117746693000,-1,-12,0.212222,12.0416
1618417117754172000,0,-11,0.199932,11
1618417117762204000,-1,-13,0.188567,13.0384
1618417117770173000,1,-13,0.175302,13.0384
1618417117778832000,2,-13,0.161758,13.1529
1618417117786601000,2,-13,0.148057,13.1529
1618417117795013000,2,-12,0.134356,12.1655
1618417117803089000,1,-10,0.121684,10.0499
1618417117810943000,1,-9,0.111232,9.05539
1618417117818897000,0,-7,0.101811,7
1618417117826835000,0,-6,0.0946222,6
1618417117834514000,0,-4,0.088474,4
1618417117842545000,0,-4,0.0843835,4
1618417117850690000,0,-2,0.0803008,2
1618417117858569000,0,-2,0.0782628,2
1618417117866522000,0,-2,0.0762272,2
1618417117874392000,0,-1,0.0741943,1
1618417117882384000,1,-3,0.0731789,3.16228
1618417117890602000,0,-1,0.0699005,1
1618417117899234000,1,-3,0.0688848,3.16228
1618417117906492000,1,-3,0.0656067,3.16228
1618417117914402000,1,-3,0.0623304,3.16228
1618417117922463000,2,-3,0.059056,3.60555
1618417117930342000,2,-3,0.0555835,3.60555
1618417117938255000,1,-3,0.0521502,3.16228
1618417117946445000,1,-3,0.0489042,3.16228
1618417117954459000,1,-4,0.0456651,4.12311
1618417117962329000,1,-4,0.0414002,4.12311
1618417117970590000,2,-4,0.0371422,4.47214
1618417117978326000,2,-4,0.0328183,4.47214
1618417117986343000,2,-4,0.0285996,4.47214
1618417117994411000,1,-5,0.0245405,5.09902
1618417118002267000,2,-5,0.0195128,5.38516
1618417118010310000,2,-5,0.0150304,5.38516
1618417118018843000,0,0,0.0115762,0
1618417118026597000,1,-2,1.0922,2.23607
1618417118042434000,0,-1,1.09128,1
1618417118090391000,0,0,1.09049,0
1618417118106331000,-1,1,1.09049,1.41421
1618417118114736000,-1,3,1.09061,3.16228
1618417118122318000,-1,2,1.09232,2.23607
1618417118130254000,0,1,1.09325,1
1618417118138301000,-1,3,1.09404,3.16228
1618417118146193000,0,1,1.09577,1
1618417118154248000,0,2,1.09657,2
1618417118162210000,-1,4,1.09817,4.12311
1618417118170243000,0,3,1.10072,3
1618417118178241000,-1,5,1.10313,5.09902
1618417118186241000,-1,4,1.1065,4.12311
1618417118194210000,-1,5,1.10907,5.09902
1618417118202281000,-2,5,1.11247,5.38516
1618417118210229000,-3,6,1.11523,6.7082
1618417118218578000,-3,7,1.11818,7.61577
1618417118226189000,-4,7,1.122,8.06226
1618417118234485000,-5,7,1.12522,8.60233
1618417118242992000,-5,6,1.12786,7.81025
1618417118250582000,-6,4,1.12974,7.2111
1618417118258757000,-7,3,1.12937,7.61577
1618417118266325000,-9,2,1.1276,9.21954
1618417118274678000,-8,0,1.12382,8
1618417118282612000,-11,-2,1.11901,11.1803
1618417118290277000,-11,-5,1.11075,12.083
1618417118298357000,-12,-8,1.09996,14.4222
1618417118306448000,-13,-12,1.08605,17.6918
1618417118314281000,-15,-14,1.06812,20.5183
1618417118322283000,-16,-18,1.04731,24.0832
1618417118330312000,-18,-20,1.02248,26.9072
1618417118338585000,-22,-22,0.994781,31.1127
1618417118346211000,-23,-23,0.963089,32.5269
1618417118354269000,-26,-23,0.93001,34.7131
1618417118362367000,-26,-22,0.895349,34.0588
1618417118370334000,-26,-22,0.861704,34.0588
1618417118378335000,-26,-24,0.828212,35.3836
1618417118386752000,-23,-24,0.793076,33.2415
1618417118394544000,-22,-25,0.759596,33.3017
1618417118402476000,-20,-26,0.725794,32.8024
1618417118410342000,-17,-27,0.692118,31.9061
1618417118418294000,-17,-26,0.658995,31.0644
1618417118426265000,-16,-26,0.626811,30.5287
1618417118434334000,-15,-25,0.595116,29.1548
1618417118442259000,-15,-25,0.56483,29.1548
1618417118450286000,-14,-25,0.534554,28.6531
1618417118458278000,-15,-25,0.504747,29.1548
1618417118466257000,-17,-24,0.474491,29.4109
1618417118474267000,-18,-24,0.444298,30
1618417118482250000,-19,-25,0.41374,31.4006
1618417118490334000,-18,-24,0.381924,30
1618417118498584000,-16,-25,0.35163,29.6816
1618417118506331000,-13,-24,0.321286,27.2947
1618417118514428000,-12,-23,0.293113,25.9422
1618417118522416000,-10,-21,0.266327,23.2594
1618417118530460000,-8,-20,0.242238,21.5407
1618417118538789000,-8,-18,0.219829,19.6977
1618417118546381000,-6,-16,0.199405,17.088
1618417118556833000,-5,-14,0.181622,14.8661
1618417118562188000,-3,-11,0.166144,11.4018
1618417118570397000,-2,-10,0.154279,10.198
1618417118578250000,-1,-9,0.143734,9.05539
1618417118586236000,0,-7,0.134527,7
1618417118594259000,1,-8,0.127669,8.06226
1618417118602268000,1,-6,0.120285,6.08276
1618417118610352000,2,-5,0.114944,5.38516
1618417118618329000,1,-3,0.1111,3.16228
1618417118626336000,1,-3,0.108772,3.16228
1618417118634292000,1,-2,0.106495,2.23607
1618417118642257000,0,-1,0.105178,1
1618417118650529000,0,-1,0.104273,1
1618417118658469000,0,-1,0.10337,1
1618417118666585000,0,-1,0.10247,1
1618417118674353000,0,-1,0.101573,1
1618417118682408000,0,-1,0.100678,1
1618417118690423000,0,-1,0.0997867,1
1618417118698285000,0,-2,0.098898,2
1618417118706280000,0,-3,0.0971297,3
1618417118714319000,-1,-4,0.0945012,4.12311
1618417118722561000,-1,-4,0.0904567,4.12311
1618417118730210000,-2,-5,0.0864363,5.38516
1618417118738206000,-2,-6,0.0809881,6.32456
1618417118746194000,-3,-7,0.0747352,7.61577
1618417118754306000,-3,-7,0.0670793,7.61577
1618417118762484000,-4,-8,0.059496,8.94427
1618417118770209000,-4,-7,0.0505442,8.06226
1618417118778244000,-6,-7,0.0424578,9.21954
1618417118786508000,-6,-5,0.0329282,7.81025
1618417118794259000,-6,-5,0.0247962,7.81025
1618417118802256000,-6,-4,0.0166679,7.2111
1618417118810274000,-4,-3,0.00932621,5
1618417118818640000,-4,-2,0.00441898,4.47214
1618417118826534000,-3,-2,0.00304884,3.60555
1618417118834421000,-2,-1,0.00547526,2.23607
1618417118842229000,-1,-1,0.00764851,1.41421
1618417118891168000,0,0,0.00888107,0
1618417118962260000,0,0,1.66514,0
1618417118994294000,1,4,1.66514,4.12311
1618417119002161000,1,6,1.66171,6.08276
1618417119010150000,3,9,1.65637,9.48683
1618417119018150000,5,11,1.649,12.083
1618417119026126000,8,15,1.64058,17
1618417119034124000,10,18,1.62969,20.5913
1618417119042160000,12,20,1.61695,23.3238
1618417119050179000,13,23,1.60342,26.4197
1618417119058840000,15,25,1.58781,29.1548
