timestamp,dx,dy,D,speed,click
1618417245282252000,-29,12,0.399233,31.3847,0
1618417245290228000,-26,13,0.366545,29.0689,0
1618417245297969000,-24,13,0.336315,27.2947,0
1618417245306023000,-22,13,0.308018,25.5539,0
1618417245314394000,-20,11,0.28168,22.8254,0
1618417245322049000,-17,9,0.258093,19.2354,0
1618417245329934000,-14,7,0.238203,15.6525,0
1618417245338087000,-11,5,0.221991,12.083,0
1618417245346079000,-8,3,0.209441,8.544,0
1618417245355123000,-6,2,0.200541,6.32456,0
1618417245362016000,-4,2,0.193955,4.47214,0
1618417245370059000,-2,1,0.189328,2.23607,0
1618417245378503000,-2,1,0.187015,2.23607,0
1618417245394026000,-3,1,0.184702,3.16228,0
1618417245401903000,-3,1,0.181409,3.16228,0
1618417245410062000,-4,2,0.178116,4.47214,0
1618417245417971000,-5,1,0.173491,5.09902,0
1618417245426208000,-5,1,0.168237,5.09902,0
1618417245434603000,-6,2,0.162985,6.32456,0
1618417245441960000,-6,2,0.1564,6.32456,0
1618417245450082000,-7,3,0.149815,7.61577,0
1618417245458121000,-8,2,0.141893,8.24621,0
1618417245466007000,-9,2,0.133354,9.21954,0
1618417245474032000,-10,2,0.123849,10.198,0
1618417245482007000,-10,2,0.113394,10.198,0
1618417245490243000,-10,2,0.102973,10.198,0
1618417245497925000,-9,3,0.0925976,9.48683,0
1618417245505995000,-8,3,0.0827754,8.544,0
1618417245514321000,-7,3,0.0739069,7.61577,0
1618417245522143000,-6,3,0.065982,6.7082,0
1618417245530124000,-6,3,0.0589947,6.7082,0
1618417245538393000,-5,2,0.0520076,5.38516,0
1618417245546645000,-4,3,0.0464132,5,0
1618417245553968000,-4,2,0.0413048,4.47214,0
1618417245561851000,-4,2,0.0366484,4.47214,0
1618417245571175000,-4,1,0.0319927,4.12311,0
1618417245578042000,-4,2,0.0277797,4.47214,0
1618417245586109000,-4,2,0.0231215,4.47214,0
1618417245594027000,-4,1,0.0184633,4.12311,0
1618417245601984000,-4,2,0.0142861,4.47214,0
1618417245609925000,-4,2,0.00963584,4.47214,0
1618417245617896000,-4,3,0.00500083,5,0
1618417245625924000,-3,2,0.000292048,3.60555,0
1618417245633902000,-3,3,0.00396156,4.24264,0
1618417245641919000,-3,2,0.00835945,3.60555,0
1618417245649856000,-2,2,0.0120935,2.82843,0
1618417245657931000,-1,2,0.015026,2.23607,0
1618417245665884000,0,1,0.0171884,1,0
1618417245673909000,-1,3,0.0179164,3.16228,0
1618417245698656000,0,0,0.0209264,0,1
1618417245746816000,0,0,1.40448,0,0
1618417245785987000,1,-1,1.40448,1.41421,0
1618417245793946000,3,-3,1.40325,4.24264,0
1618417245801978000,5,-3,1.39956,5.83095,0
1618417245810133000,7,-5,1.39545,8.60233,0
1618417245818074000,10,-6,1.3889,11.6619,0
1618417245825994000,13,-8,1.38077,15.2643,0
1618417245833945000,16,-9,1.37009,18.3576,0
1618417245841891000,18,-11,1.35794,21.095,0
1618417245849813000,19,-12,1.34357,22.4722,0
1618417245857802000,21,-15,1.32823,25.807,0
1618417245865936000,23,-17,1.30976,28.6007,0
1618417245873994000,23,-18,1.28927,29.2062,0
1618417245882093000,24,-19,1.26812,30.6105,0
1618417245890013000,24,-19,1.24623,30.6105,0
1618417245898101000,23,-18,1.22478,29.2062,0
1618417245906162000,21,-17,1.20488,27.0185,0
1618417245914314000,18,-15,1.1865,23.4307,0
1618417245922203000,16,-13,1.17062,20.6155,0
1618417245931121000,12,-12,1.15709,16.9706,0
1618417245938190000,9,-13,1.14476,15.8114,0
1618417245946290000,7,-13,1.13144,14.7648,0
1618417245954109000,5,-16,1.11814,16.7631,0
1618417245962680000,5,-18,1.10167,18.6815,0
1618417245970337000,5,-23,1.08316,23.5372,0
1618417245978177000,3,-26,1.05948,26.1725,0
1618417245986011000,1,-29,1.03261,29.0172,0
1618417245994109000,1,-33,1.00251,33.0151,0
1618417246001965000,0,-33,0.968255,33,0
1618417246009853000,0,-33,0.933947,33,0
1618417246017972000,0,-32,0.899645,32,0
1618417246025949000,1,-33,0.866387,33.0151,0
1618417246033921000,-1,-30,0.832172,30.0167,0
1618417246041893000,-3,-28,0.800929,28.1603,0
1618417246050117000,-5,-28,0.771612,28.4429,0
1618417246057970000,-5,-28,0.742149,28.4429,0
1618417246065956000,-5,-27,0.7127,27.4591,0
1618417246073974000,-6,-27,0.684306,27.6586,0
1618417246081968000,-4,-27,0.655875,27.2947,0
1618417246090126000,-2,-27,0.627576,27.074,0
1618417246097901000,-1,-27,0.599383,27.0185,0
1618417246105874000,0,-24,0.571241,24,0
1618417246114292000,0,-25,0.54627,25,0
1618417246122012000,3,-26,0.520262,26.1725,0
1618417246129898000,3,-25,0.4934,25.1794,0
1618417246137913000,5,-25,0.467623,25.4951,0
1618417246145905000,4,-25,0.442077,25.318,0
1618417246153932000,4,-25,0.416548,25.318,0
1618417246162047000,3,-25,0.391132,25.1794,0
1618417246170377000,1,-24,0.365707,24.0208,0
1618417246178031000,1,-24,0.341114,24.0208,0
1618417246185985000,0,-22,0.316589,22,0
1618417246194145000,0,-21,0.29401,21,0
1618417246202361000,0,-19,0.27251,19,0
1618417246209940000,0,-17,0.253113,17,0
1618417246217997000,0,-14,0.235813,14,0
1618417246225959000,0,-13,0.221614,13,0
1618417246233987000,1,-12,0.208478,12.0416,0
1618417246241880000,0,-9,0.19668,9,0
1618417246249860000,0,-8,0.187671,8,0
1618417246258035000,0,-7,0.179696,7,0
1618417246265885000,-1,-8,0.172745,8.06226,0
1618417246273968000,-1,-6,0.164503,6.08276,0
1618417246281958000,-1,-5,0.158249,5.09902,0
1618417246290016000,0,-3,0.152985,3,0
1618417246298069000,0,-3,0.150035,3,0
1618417246305923000,0,-3,0.147093,3,0
1618417246313975000,0,-3,0.144159,3,0
1618417246321950000,-1,-3,0.141233,3.16228,0
1618417246330087000,0,-1,0.137942,1,0
1618417246338460000,-1,-2,0.136969,2.23607,0
1618417246345924000,-1,-2,0.134651,2.23607,0
1618417246354017000,-2,-2,0.132333,2.82843,0
1618417246361924000,-2,-3,0.129652,3.60555,0
1618417246369916000,-3,-4,0.126002,5,0
1618417246378899000,-3,-5,0.121031,5.83095,0
1618417246386959000,-3,-6,0.115093,6.7082,0
1618417246394011000,-3,-7,0.108178,7.61577,0
1618417246402038000,-3,-8,0.10028,8.544,0
1618417246410188000,-4,-8,0.0913935,8.94427,0
1618417246417915000,-3,-8,0.0822119,8.544,0
1618417246425939000,-3,-8,0.07334,8.544,0
1618417246433981000,-3,-8,0.0644759,8.544,0
1618417246441970000,-3,-7,0.0556233,7.61577,0
1618417246449867000,-3,-6,0.0478043,6.7082,0
1618417246457899000,-2,-5,0.0410546,5.38516,0
1618417246466075000,-2,-5,0.0355739,5.38516,0
1618417246474196000,-1,-4,0.0301408,4.12311,0
1618417246482383000,-1,-3,0.0258936,3.16228,0
1618417246489902000,-1,-2,0.0227054,2.23607,0
1618417246497939000,-1,-2,0.0205941,2.23607,0
1618417246546527000,0,0,0.0185351,0,1
1618417246625967000,0,0,1.51653,0,0
1618417246658340000,2,0,1.51653,2,0
1618417246665956000,7,2,1.51462,7.28011,0
1618417246673916000,9,4,1.50709,9.84886,0
1618417246682010000,12,5,1.49684,13,0
1618417246689988000,15,4,1.4833,15.5242,0
1618417246697990000,18,5,1.4673,18.6815,0
1618417246706457000,21,7,1.44802,22.1359,0
1618417246713929000,24,8,1.42505,25.2982,0
1618417246721886000,27,9,1.39881,28.4605,0
1618417246730007000,31,10,1.36929,32.573,0
1618417246737933000,34,10,1.33554,35.4401,0
1618417246745899000,35,10,1.29895,36.4005,0
1618417246753929000,39,10,1.26143,40.2616,0
1618417246762020000,42,11,1.22014,43.4166,0
1618417246769942000,43,11,1.17563,44.3847,0
1618417246777913000,43,11,1.13024,44.3847,0
1618417246786109000,44,11,1.08492,45.3542,0
1618417246793953000,44,10,1.03875,45.1221,0
1618417246801997000,43,10,0.993152,44.1475,0
1618417246810021000,41,10,0.948614,42.2019,0
1618417246817953000,42,10,0.906051,43.1741,0
1618417246826662000,43,11,0.862719,44.3847,0
1618417246833978000,43,11,0.81814,44.3847,0
1618417246842028000,43,11,0.773755,44.3847,0
1618417246849901000,40,13,0.7296,42.0595,0
1618417246857948000,38,14,0.687195,40.4969,0
1618417246866423000,37,14,0.646126,39.5601,0
1618417246873917000,34,13,0.606065,36.4005,0
1618417246882224000,32,13,0.569315,34.5398,0
1618417246889924000,31,13,0.534401,33.6155,0
1618417246899197000,30,11,0.500465,31.9531,0
1618417246905956000,28,12,0.468802,30.4631,0
1618417246914114000,28,12,0.438309,30.4631,0
1618417246922070000,28,11,0.408004,30.0832,0
1618417246930134000,28,12,0.378639,30.4631,0
1618417246938034000,27,12,0.348886,29.5466,0
1618417246946028000,25,11,0.320233,27.313,0
1618417246953885000,23,10,0.294172,25.0799,0
1618417246962109000,21,9,0.270718,22.8473,0
1618417246970018000,19,8,0.249877,20.6155,0
1618417246977859000,17,7,0.231635,18.3848,0
1618417246985959000,15,6,0.21596,16.1555,0
1618417246994356000,13,5,0.202787,13.9284,0
1618417247001944000,12,5,0.192021,13,0
1618417247010884000,11,4,0.182175,11.7047,0
1618417247018016000,10,5,0.174159,11.1803,0
1618417247026301000,9,4,0.16595,9.84886,0
1618417247034174000,8,5,0.159435,9.43398,0
1618417247042257000,7,4,0.152511,8.06226,0
1618417247050001000,6,4,0.147111,7.2111,0
1618417247058293000,6,3,0.142123,6.7082,0
1618417247066296000,5,3,0.138402,5.83095,0
1618417247074238000,4,3,0.134979,5,0
1618417247082042000,3,2,0.131752,3.60555,0
1618417247090176000,2,2,0.129677,2.82843,0
1618417247098087000,1,2,0.127643,2.23607,0
1618417247105934000,1,2,0.125598,2.23607,0
1618417247114208000,0,2,0.123563,2,0
1618417247121987000,1,4,0.121482,4.12311,0
1618417247130266000,1,4,0.11738,4.12311,0
1618417247138143000,0,3,0.113291,3,0
1618417247146121000,1,5,0.110174,5.09902,0
1618417247154088000,0,4,0.105067,4,0
1618417247162020000,0,4,0.100917,4,0
1618417247169974000,0,4,0.0967688,4,0
1618417247178279000,0,4,0.0926218,4,0
1618417247185931000,0,4,0.0884768,4,0
1618417247194071000,0,4,0.0843338,4,0
1618417247202068000,-1,6,0.0801933,6.08276,0
1618417247210296000,0,4,0.0738658,4,0
1618417247218000000,0,5,0.0697261,5,0
1618417247226029000,0,5,0.0645565,5,0
1618417247234245000,0,5,0.0593936,5,0
1618417247242158000,0,5,0.0542394,5,0
1618417247250126000,0,5,0.0490967,5,0
1618417247258000000,0,5,0.0439694,5,0
1618417247266033000,0,5,0.0388636,5,0
1618417247273918000,0,5,0.0337891,5,0
1618417247281841000,0,4,0.0287626,4,0
1618417247289965000,0,4,0.0247955,4,0
1618417247297840000,0,4,0.0209061,4,0
1618417247305818000,0,4,0.0171475,4,0
1618417247313891000,0,3,0.0136283,3,0
1618417247322032000,0,3,0.0112822,3,0
1618417247329938000,0,2,0.00940092,2,0
1618417247338063000,0,2,0.00856077,2,0
1618417247345943000,0,2,0.00817783,2,0
1618417247354348000,0,0,0.00831551,0,1
1618417247362064000,0,1,0.787438,1,1
1618417247434227000,0,0,0.787171,0,0
1618417247441964000,-1,1,0.787171,1.41421,0
1618417247450380000,-1,1,0.785899,1.41421,0
1618417247458167000,-1,0,0.784627,1,0
1618417247466573000,-3,0,0.783619,3,0
1618417247474013000,-5,0,0.780597,5,0
1618417247481971000,-5,0,0.775561,5,0
1618417247490025000,-7,1,0.770529,7.07107,0
1618417247497980000,-7,2,0.763216,7.28011,0
1618417247506407000,-8,3,0.755633,8.544,0
1618417247514128000,-10,3,0.746775,10.4403,0
1618417247522074000,-13,5,0.735905,13.9284,0
1618417247530164000,-16,6,0.72148,17.088,0
1618417247538116000,-19,8,0.703772,20.6155,0
1618417247546143000,-22,9,0.682523,23.7697,0
1618417247555138000,-24,9,0.658003,25.632,0
1618417247562096000,-25,10,0.63148,26.9258,0
1618417247570033000,-27,11,0.603715,29.1548,0
1618417247578019000,-27,11,0.573713,29.1548,0
1618417247586069000,-28,11,0.543753,30.0832,0
1618417247594216000,-29,12,0.512821,31.3847,0
1618417247602042000,-30,12,0.480716,32.311,0
1618417247610056000,-30,10,0.447671,31.6228,0
1618417247618379000,-30,8,0.415075,31.0483,0
1618417247626553000,-31,7,0.382872,31.7805,0
1618417247634208000,-31,7,0.349829,31.7805,0
1618417247642151000,-30,6,0.316799,30.5941,0
1618417247650215000,-29,5,0.284967,29.4279,0
1618417247658151000,-26,4,0.254323,26.3059,0
1618417247666146000,-23,4,0.226922,23.3452,0
1618417247674040000,-20,4,0.202616,20.3961,0
1618417247682282000,-17,3,0.181411,17.2627,0
1618417247689973000,-16,3,0.163447,16.2788,0
1618417247698182000,-14,3,0.146521,14.3178,0
1618417247706108000,-13,2,0.131674,13.1529,0
1618417247714100000,-12,1,0.117987,12.0416,0
1618417247722189000,-11,0,0.105447,11,0
1618417247730049000,-11,0,0.0940642,11,0
1618417247738162000,-10,0,0.0827022,10,0
1618417247746049000,-9,0,0.0723995,9,0
1618417247753970000,-8,0,0.063159,8,0
1618417247762119000,-6,0,0.0549835,6,0
1618417247770047000,-6,1,0.0488869,6.08276,0
1618417247778192000,-5,1,0.0425688,5.09902,0
1618417247786231000,-4,1,0.0372645,4.12311,0
1618417247794006000,-3,1,0.0329698,3.16228,0
1618417247801985000,-3,1,0.0296841,3.16228,0
1618417247809968000,-4,1,0.0264005,4.12311,0
1618417247818024000,-4,1,0.0221057,4.12311,0
1618417247826136000,-3,1,0.0178111,3.16228,0
1618417247834079000,-3,1,0.0145327,3.16228,0
1618417247842928000,-2,0,0.0112635,2,0
1618417247850221000,-2,0,0.00922235,2,0
1618417247858244000,-2,1,0.00720532,2.23607,0
1618417247922269000,0,0,0.00492939,0,1
1618417248002334000,0,0,1.07024,0,0
1618417248010183000,-2,0,1.07024,2,0
1618417248018165000,-5,0,1.07177,5,0
1618417248026151000,-6,0,1.07559,6,0
1618417248034089000,-8,0,1.08019,8,0
1618417248042176000,-9,0,1.08635,9,0
1618417248050056000,-10,0,1.09332,10,0
1618417248058115000,-11,0,1.1011,11,0
1618417248066931000,-11,0,1.10972,11,0
1618417248074649000,-12,0,1.11838,12,0
1618417248082351000,-13,0,1.12788,13,0
1618417248090313000,-13,0,1.13825,13,0
1618417248098344000,-13,0,1.14868,13,0
1618417248107028000,-13,-1,1.15917,13.0384,0
1618417248114028000,-11,-2,1.16908,11.1803,0
1618417248122036000,-8,-3,1.17678,8.544,0
1618417248130068000,-5,-4,1.18144,6.40312,0
1618417248137993000,-1,-6,1.18302,6.08276,0
1618417248146258000,2,-8,1.18007,8.24621,0
1618417248154007000,7,-11,1.17339,13.0384,0
1618417248161978000,12,-13,1.16069,17.6918,0
1618417248170065000,17,-15,1.14258,22.6716,0
1618417248178144000,20,-17,1.11905,26.2488,0
1618417248185961000,22,-17,1.09178,27.8029,0
1618417248194187000,25,-17,1.06283,30.2324,0
1618417248202213000,27,-17,1.03136,31.9061,0
1618417248210048000,30,-18,0.998209,34.9857,0
1618417248218168000,31,-19,0.961937,36.3593,0
1618417248226129000,34,-21,0.924221,39.9625,0
1618417248234187000,35,-23,0.882769,41.8808,0
1618417248242193000,36,-24,0.839242,43.2666,0
1618417248250014000,37,-24,0.794267,44.1022,0
1618417248258190000,37,-23,0.748478,43.566,0
1618417248266521000,36,-23,0.703353,42.72,0
1618417248274607000,37,-23,0.659077,43.566,0
1618417248282288000,35,-21,0.614024,40.8167,0
1618417248290047000,33,-20,0.571956,38.5876,0
1618417248298267000,31,-18,0.532223,35.8469,0
1618417248305920000,28,-15,0.495504,31.7648,0
1618417248314065000,26,-14,0.463298,29.5296,0
1618417248322031000,23,-13,0.433461,26.4197,0
1618417248330412000,21,-12,0.406738,24.1868,0
1618417248337951000,18,-11,0.382341,21.095,0
1618417248346251000,15,-11,0.360987,18.6011,0
1618417248354089000,13,-9,0.341875,15.8114,0
1618417248362020000,9,-9,0.325739,12.7279,0
1618417248369960000,7,-8,0.312486,10.6301,0
1618417248378136000,4,-7,0.301421,8.06226,0
1618417248387250000,3,-6,0.293269,6.7082,0
1618417248394090000,2,-4,0.286605,4.47214,0
1618417248402057000,1,-3,0.28217,3.16228,0
1618417248410048000,1,-2,0.279216,2.23607,0
1618417248426063000,0,-1,0.277006,1,0
1618417248434250000,0,-1,0.27627,1,0
1618417248441954000,1,-2,0.275536,2.23607,0
1618417248450135000,1,-1,0.273332,1.41421,0
1618417248457986000,2,-2,0.271859,2.82843,0
1618417248466005000,3,-4,0.268912,5,0
1618417248474747000,3,-4,0.263764,5,0
1618417248482710000,4,-5,0.258617,6.40312,0
1618417248491244000,5,-5,0.252001,7.07107,0
1618417248498291000,5,-5,0.244636,7.07107,0
1618417248505819000,7,-6,0.237272,9.21954,0
1618417248514298000,6,-5,0.227685,7.81025,0
1618417248522101000,6,-6,0.219573,8.48528,0
1618417248530155000,7,-7,0.210735,9.89949,0
1618417248538255000,8,-6,0.200424,10,0
1618417248546449000,8,-7,0.190096,10.6301,0
1618417248554731000,8,-8,0.179043,11.3137,0
1618417248562202000,8,-8,0.167258,11.3137,0
1618417248570141000,8,-9,0.155473,12.0416,0
1618417248578253000,8,-8,0.142957,11.3137,0
1618417248586398000,8,-7,0.131173,10.6301,0
1618417248594210000,7,-6,0.120119,9.21954,0
1618417248602284000,7,-6,0.110541,9.21954,0
1618417248610229000,6,-6,0.100968,8.48528,0
1618417248618035000,5,-6,0.0921296,7.81025,0
1618417248626063000,5,-6,0.0840243,7.81025,0
1618417248633923000,5,-6,0.0759256,7.81025,0
1618417248641952000,4,-6,0.0678357,7.2111,0
1618417248649932000,4,-6,0.0605256,7.2111,0
1618417248657967000,4,-5,0.0532715,6.40312,0
1618417248666189000,3,-5,0.0467438,5.83095,0
1618417248673994000,3,-4,0.0411037,5,0
1618417248682346000,2,-4,0.0361673,4.47214,0
1618417248689980000,2,-3,0.0322253,3.60555,0
1618417248698171000,2,-3,0.0289363,3.60555,0
1618417248705944000,2,-2,0.0257753,2.82843,0
1618417248714030000,2,-3,0.0231048,3.60555,0
1618417248722286000,2,-2,0.0202683,2.82843,0
1618417248730297000,1,-2,0.0178698,2.23607,0
1618417248738024000,2,-1,0.0167011,2.23607,0
1618417248746144000,2,-2,0.0146517,2.82843,0
1618417248754378000,2,-1,0.0129075,2.23607,0
1618417248762117000,2,-1,0.0112348,2.23607,0
1618417248770247000,3,-2,0.00983305,3.60555,0
1618417248778302000,2,-1,0.00894511,2.23607,0
1618417248786018000,1,-1,0.008871,1.41421,0
1618417248793906000,1,0,0.00956828,1,0
1618417248802440000,1,0,0.00939283,1,0
1618417248810730000,0,0,0.00933105,0,1
1618417248882727000,0,0,0.403273,0,0
1618417248922480000,-1,2,0.403273,2.23607,0
1618417248931117000,-2,1,0.403353,2.23607,0
1618417248938097000,-3,2,0.402031,3.60555,0
1618417248945876000,-4,3,0.40032,5,0
1618417248954126000,-4,3,0.398257,5,0
1618417248962027000,-6,4,0.396251,7.2111,0
1618417248970252000,-7,4,0.393078,8.06226,0
1618417248978353000,-8,5,0.389149,9.43398,0
1618417248985922000,-11,5,0.385084,12.083,0
1618417248994132000,-13,5,0.378693,13.9284,0
1618417249002121000,-15,4,0.370967,15.5242,0
1618417249010084000,-18,4,0.361389,18.4391,0
1618417249018042000,-19,2,0.349973,19.105,0
1618417249026298000,-20,1,0.337054,20.025,0
1618417249034109000,-18,0,0.323369,18,0
1618417249042337000,-20,-1,0.311014,20.025,0
1618417249050016000,-18,-2,0.297237,18.1108,0
1618417249058278000,-17,-3,0.284625,17.2627,0
1618417249066100000,-16,-5,0.272387,16.7631,0
1618417249074121000,-16,-6,0.259492,17.088,0
1618417249081919000,-15,-7,0.246223,16.5529,0
1618417249089897000,-14,-8,0.233016,16.1245,0
1618417249097916000,-13,-8,0.219766,15.2643,0
1618417249105918000,-10,-9,0.207355,13.4536,0
1618417249114309000,-8,-9,0.195302,12.0416,0
1618417249122683000,-6,-9,0.184042,10.8167,0
1618417249130064000,-6,-9,0.173431,10.8167,0
1618417249137928000,-4,-9,0.162908,9.84886,0
1618417249145864000,-4,-9,0.152884,9.84886,0
1618417249153887000,-2,-8,0.142894,8.24621,0
1618417249161832000,-2,-8,0.134323,8.24621,0
1618417249169867000,-2,-8,0.125754,8.24621,0
1618417249177854000,-1,-7,0.117189,7.07107,0
1618417249186063000,-2,-6,0.109826,6.32456,0
1618417249193828000,-1,-6,0.10332,6.08276,0
1618417249201826000,-1,-5,0.0969841,5.09902,0
1618417249209864000,-1,-5,0.091677,5.09902,0
1618417249218014000,-1,-5,0.0863704,5.09902,0
1618417249225940000,-1,-4,0.0810645,4.12311,0
1618417249234181000,-1,-4,0.0767899,4.12311,0
1618417249242340000,-1,-3,0.0725177,3.16228,0
1618417249249981000,-2,-3,0.069281,3.60555,0
1618417249258374000,-1,-4,0.0659325,4.12311,0
1618417249266385000,-2,-4,0.0616823,4.47214,0
1618417249274082000,-2,-4,0.0573603,4.47214,0
1618417249282122000,-2,-4,0.0530952,4.47214,0
1618417249290128000,-2,-5,0.048902,5.38516,0
1618417249298038000,-2,-5,0.0437608,5.38516,0
1618417249306597000,-2,-5,0.0387497,5.38516,0
1618417249314387000,-2,-5,0.0339263,5.38516,0
1618417249322094000,-2,-5,0.0293836,5.38516,0
1618417249330307000,-1,-5,0.0252731,5.09902,0
1618417249338044000,-1,-4,0.0212434,4.12311,0
1618417249346009000,-1,-4,0.0186351,4.12311,0
1618417249354281000,0,-2,0.0167374,2,0
1618417249362407000,0,-2,0.0156735,2,0
1618417249369956000,0,0,0.0148276,0,1
1618417249435162000,0,0,0.390693,0,0
1618417249466480000,-3,2,0.390693,3.60555,0
1618417249474211000,-3,4,0.389258,5,0
1618417249482734000,-4,4,0.385817,5.65685,0
1618417249490135000,-7,5,0.382645,8.60233,0
1618417249498545000,-9,6,0.379273,10.8167,0
1618417249506920000,-11,8,0.375636,13.6015,0
1618417249514280000,-14,8,0.370946,16.1245,0
1618417249522391000,-15,10,0.367816,18.0278,0
1618417249529953000,-17,12,0.363921,20.8087,0
1618417249538919000,-17,13,0.360018,21.4009,0
1618417249546032000,-16,15,0.356488,21.9317,0
1618417249553844000,-14,18,0.352017,22.8035,0
1618417249562472000,-11,20,0.345238,22.8254,0
1618417249570200000,-8,21,0.336362,22.4722,0
1618417249577957000,-4,22,0.326024,22.3607,0
1618417249586369000,0,19,0.313271,19,0
1618417249594356000,2,19,0.300459,19.105,0
1618417249601913000,6,16,0.286751,17.088,0
1618417249609933000,7,13,0.272057,14.7648,0
1618417249618196000,10,11,0.258533,14.8661,0
1618417249625863000,12,9,0.243628,15,0
1618417249633848000,13,7,0.228076,14.7648,0
1618417249641970000,14,6,0.212716,15.2315,0
1618417249649853000,14,6,0.197023,15.2315,0
1618417249657804000,14,6,0.181359,15.2315,0
1618417249666201000,13,4,0.165734,13.6015,0
1618417249673860000,11,3,0.152208,11.4018,0
1618417249681869000,10,2,0.1411,10.198,0
1618417249689817000,9,2,0.131594,9.21954,0
1618417249697848000,7,1,0.123057,7.07107,0
1618417249705863000,6,1,0.116925,6.08276,0
1618417249713815000,5,1,0.111683,5.09902,0
1618417249721795000,3,0,0.10728,3,0
1618417249729789000,3,0,0.105137,3,0
1618417249737969000,2,0,0.103044,2,0
1618417249746468000,1,0,0.101678,1,0
1618417249754241000,1,0,0.101005,1,0
1618417249761961000,2,1,0.100337,2.23607,0
1618417249777918000,1,1,0.098211,1.41421,0
1618417249793923000,3,1,0.0967459,3.16228,0
1618417249801859000,2,1,0.0939873,2.23607,0
1618417249809903000,3,2,0.0918911,3.60555,0
1618417249817855000,4,3,0.0883493,5,0
1618417249826034000,5,3,0.0833729,5.83095,0
1618417249833937000,5,3,0.0778445,5.83095,0
1618417249841813000,6,3,0.0724036,6.7082,0
1618417249849804000,6,3,0.0665694,6.7082,0
1618417249857813000,5,4,0.0609781,6.40312,0
1618417249865824000,5,3,0.0551002,5.83095,0
1618417249873830000,5,4,0.0504172,6.40312,0
1618417249881807000,5,3,0.0450429,5.83095,0
1618417249889836000,4,4,0.0410951,5.65685,0
1618417249897852000,3,4,0.0366725,5,0
1618417249905900000,4,4,0.0326143,5.65685,0
1618417249913829000,2,4,0.0291542,4.47214,0
1618417249921824000,2,4,0.0257701,4.47214,0
1618417249929872000,2,4,0.0228393,4.47214,0
1618417249938205000,2,4,0.0205565,4.47214,0
1618417249946715000,2,3,0.0191549,3.60555,0
1618417249953920000,1,3,0.0192709,3.16228,0
1618417249961852000,0,0,0.0190997,0,1
1618417249970144000,1,1,1.9177,1.41421,1
1618417250026022000,0,0,1.91797,0,0
1618417250057884000,0,1,1.91797,1,0
1618417250065900000,-1,3,1.91738,3.16228,0
1618417250073844000,-1,3,1.91476,3.16228,0
1618417250081906000,-2,3,1.91213,3.60555,0
1618417250089831000,-2,4,1.90865,4.47214,0
1618417250097848000,-4,5,1.90458,6.40312,0
1618417250105866000,-5,5,1.89821,7.07107,0
1618417250113861000,-7,5,1.89098,8.60233,0
1618417250121799000,-8,6,1.88202,10,0
1618417250129881000,-10,5,1.87162,11.1803,0
1618417250137854000,-11,6,1.86007,12.53,0
1618417250145950000,-13,6,1.84708,14.3178,0
1618417250153899000,-14,6,1.83237,15.2315,0
1618417250161826000,-16,7,1.8168,17.4642,0
1618417250170133000,-18,7,1.79892,19.3132,0
1618417250177859000,-21,9,1.77934,22.8473,0
1618417250185946000,-25,10,1.75602,26.9258,0
1618417250193862000,-28,11,1.7287,30.0832,0
1618417250201880000,-32,13,1.69824,34.5398,0
1618417250209848000,-35,14,1.66322,37.6962,0
1618417250217839000,-38,19,1.62509,42.4853,0
1618417250225947000,-41,20,1.58143,45.618,0
1618417250233905000,-43,24,1.53466,49.2443,0
1618417250241869000,-47,28,1.48379,54.7083,0
1618417250249849000,-53,29,1.42711,60.4152,0
1618417250257830000,-56,29,1.36484,63.0635,0
1618417250266022000,-56,29,1.30017,63.0635,0
1618417250273820000,-58,29,1.23561,64.846,0
1618417250281946000,-58,30,1.16955,65.2993,0
1618417250289821000,-58,29,1.103,64.846,0
1618417250298022000,-58,29,1.03732,64.846,0
1618417250306126000,-56,31,0.971902,64.0078,0
1618417250313836000,-50,32,0.906922,59.3633,0
1618417250321829000,-47,28,0.846045,54.7083,0
1618417250329970000,-43,25,0.79046,49.7393,0
1618417250337976000,-38,23,0.740246,44.4185,0
1618417250346264000,-34,20,0.695388,39.4462,0
1618417250354060000,-31,17,0.655857,35.3553,0
1618417250362113000,-28,14,0.620945,31.305,0
1618417250369846000,-25,11,0.590675,27.313,0
1618417250377992000,-22,10,0.565069,24.1661,0
1618417250387423000,-20,8,0.54251,21.5407,0
1618417250393954000,-17,7,0.523111,18.3848,0
1618417250401993000,-15,6,0.506651,16.1555,0
1618417250410040000,-12,5,0.492439,13,0
1618417250418617000,-10,4,0.48102,10.7703,0
1618417250426442000,-8,4,0.471734,8.94427,0
1618417250434077000,-7,4,0.463668,8.06226,0
1618417250441919000,-7,4,0.456211,8.06226,0
1618417250450110000,-7,5,0.448787,8.60233,0
1618417250457939000,-6,5,0.440512,7.81025,0
1618417250465994000,-6,6,0.432804,8.48528,0
1618417250473926000,-6,7,0.42422,9.21954,0
1618417250481959000,-6,7,0.414753,9.21954,0
1618417250489870000,-5,7,0.405291,8.60233,0
1618417250497966000,-6,7,0.396364,9.21954,0
1618417250506644000,-6,7,0.386913,9.21954,0
1618417250514045000,-5,8,0.377469,9.43398,0
1618417250521994000,-5,9,0.367648,10.2956,0
1618417250529908000,-5,10,0.356925,11.1803,0
1618417250538040000,-4,11,0.3453,11.7047,0
1618417250546163000,-5,11,0.333303,12.083,0
