timestamp,dx,dy,D,speed,radius,buttons
1619592011078405000,0,0,0.529254,0,0.2,0
1619592011166215000,-2,1,0.529254,2.23607,0.2,0
1619592011174217000,-1,1,0.529179,1.41421,0.2,0
1619592011182208000,-1,2,0.528673,2.23607,0.2,0
1619592011190231000,-1,3,0.527228,3.16228,0.2,0
1619592011198246000,-1,3,0.524848,3.16228,0.2,0
1619592011206238000,-1,3,0.522478,3.16228,0.2,0
1619592011214236000,0,2,0.520119,2,0.2,0
1619592011222224000,2,4,0.518246,4.47214,0.2,0
1619592011230210000,3,3,0.513588,4.24264,0.2,0
1619592011238307000,4,3,0.50941,5,0.2,0
1619592011246238000,5,3,0.504786,5.83095,0.2,0
1619592011254217000,8,5,0.499728,9.43398,0.2,0
1619592011262188000,9,8,0.491494,12.0416,0.2,0
1619592011270224000,11,12,0.480042,16.2788,0.2,0
1619592011278212000,11,18,0.463994,21.095,0.2,0
1619592011286334000,10,23,0.44225,25.0799,0.2,0
1619592011294277000,11,26,0.416126,28.2312,0.2,0
1619592011302191000,11,27,0.386719,29.1548,0.2,0
1619592011310222000,11,27,0.356352,29.1548,0.2,0
1619592011318198000,10,27,0.325985,28.7924,0.2,0
1619592011326192000,10,25,0.29603,26.9258,0.2,0
1619592011334231000,9,23,0.267993,24.6982,0.2,0
1619592011342213000,9,21,0.242284,22.8473,0.2,0
1619592011350231000,8,19,0.218486,20.6155,0.2,0
1619592011358158000,7,19,0.197014,20.2485,0.2,0
1619592011366172000,7,19,0.175969,20.2485,0.2,0
1619592011374152000,5,20,0.154936,20.6155,0.2,0
1619592011382168000,5,21,0.1339,21.587,0.2,0
1619592011390223000,4,22,0.112118,22.3607,0.2,0
1619592011398193000,3,22,0.0903846,22.2036,0.2,0
1619592011406200000,1,20,0.0703629,20.025,0.2,0
1619592011414233000,1,18,0.0558271,18.0278,0.2,0
1619592011422210000,0,13,0.0469089,13,0.2,0
1619592011430194000,-1,12,0.0452196,12.0416,0.2,0
1619592011438481000,-1,7,0.0481865,7.07107,0.2,0
1619592011446312000,-2,4,0.0516699,4.47214,0.2,0
1619592011454345000,-1,2,0.0553353,2.23607,0.2,0
1619592011462242000,-1,1,0.0572222,1.41421,0.2,0
1619592011526646000,0,0,0.0586342,0,0.2,1
1619592011591284000,0,0,0.326064,0,0.166,0
1619592011630374000,-1,0,0.326064,1,0.166,0
1619592011638380000,-2,-1,0.325044,2.23607,0.166,0
1619592011646289000,-1,-1,0.323225,1.41421,0.166,0
1619592011654507000,-1,-1,0.322429,1.41421,0.166,0
1619592011662270000,-1,-2,0.321638,2.23607,0.166,0
1619592011670254000,-1,-2,0.321086,2.23607,0.166,0
1619592011678370000,-3,-2,0.320549,3.60555,0.166,0
1619592011686342000,-3,-3,0.318006,4.24264,0.166,0
1619592011694362000,-6,-3,0.315749,6.7082,0.166,0
1619592011702453000,-9,-3,0.310525,9.48683,0.166,0
1619592011710263000,-13,-3,0.302375,13.3417,0.166,0
1619592011718435000,-17,-3,0.290362,17.2627,0.166,0
1619592011726298000,-20,-2,0.274597,20.0998,0.166,0
1619592011735250000,-24,-1,0.255832,24.0208,0.166,0
1619592011742563000,-23,0,0.2332,23,0.166,0
1619592011750584000,-24,0,0.211565,24,0.166,0
1619592011758458000,-22,0,0.189585,22,0.166,0
1619592011766299000,-19,0,0.170171,19,0.166,0
1619592011775020000,-17,0,0.15418,17,0.166,0
1619592011782328000,-14,0,0.140695,14,0.166,0
1619592011790464000,-12,0,0.13035,12,0.166,0
1619592011798204000,-10,0,0.122173,10,0.166,0
1619592011806476000,-8,-1,0.115949,8.06226,0.166,0
1619592011814743000,-6,-1,0.112315,6.08276,0.166,0
1619592011822384000,-3,0,0.110163,3,0.166,0
1619592011830261000,-1,0,0.108742,1,0.166,0
1619592011838201000,-1,0,0.108284,1,0.166,0
1619592011942469000,-1,-1,0.107834,1.41421,0.166,0
1619592011950375000,3,-3,0.108339,4.24264,0.166,0
1619592011958365000,10,-9,0.112491,13.4536,0.166,0
1619592011966528000,21,-18,0.125542,27.6586,0.166,0
1619592011974325000,33,-27,0.152706,42.638,0.166,0
1619592011982305000,46,-38,0.195258,59.6657,0.166,0
1619592011990634000,53,-49,0.255925,72.1803,0.166,0
1619592011998334000,61,-59,0.330582,84.8646,0.166,0
1619592012006422000,62,-62,0.418749,87.6812,0.166,0
1619592012014887000,60,-61,0.509997,85.5628,0.166,0
1619592012022400000,58,-61,0.599088,84.1724,0.166,0
1619592012030567000,52,-54,0.686764,74.9667,0.166,0
1619592012038713000,48,-46,0.764847,66.4831,0.166,0
1619592012046374000,44,-39,0.83401,58.7963,0.166,0
1619592012054541000,36,-31,0.895036,47.5079,0.166,0
1619592012062770000,28,-23,0.944307,36.2353,0.166,0
1619592012070594000,19,-16,0.981815,24.8395,0.166,0
1619592012078450000,11,-10,1.00757,14.8661,0.166,0
1619592012086868000,5,-5,1.02303,7.07107,0.166,0
1619592012094380000,2,-2,1.0304,2.82843,0.166,0
1619592012110882000,-3,-1,1.03334,3.16228,0.166,0
1619592012118986000,-5,2,1.0319,5.38516,0.166,0
1619592012126628000,-6,3,1.02677,6.7082,0.166,0
1619592012135879000,-5,4,1.02018,6.40312,0.166,0
1619592012142682000,-5,4,1.01356,6.40312,0.166,0
1619592012150453000,-4,4,1.00694,5.65685,0.166,0
1619592012159173000,-3,3,1.00105,4.24264,0.166,0
1619592012166827000,-1,2,0.996634,2.23607,0.166,0
1619592012174760000,-1,1,0.994412,1.41421,0.166,0
1619592012286518000,-1,1,0.992939,1.41421,0.166,0
1619592012294422000,-3,4,0.991466,5,0.166,0
1619592012302503000,-7,9,0.986298,11.4018,0.166,0
1619592012310389000,-11,14,0.974491,17.8045,0.166,0
1619592012318414000,-17,20,0.956047,26.2488,0.166,0
1619592012326567000,-24,28,0.928769,36.8782,0.166,0
1619592012334497000,-32,35,0.89044,47.4236,0.166,0
1619592012342316000,-39,40,0.841074,55.8659,0.166,0
1619592012350555000,-48,46,0.782882,66.4831,0.166,0
1619592012358404000,-54,51,0.713657,74.2765,0.166,0
1619592012366356000,-56,49,0.636345,74.411,0.166,0
1619592012374515000,-57,48,0.559113,74.5185,0.166,0
1619592012382456000,-58,40,0.48203,70.4557,0.166,0
